date,open,close,high,low,amount
2021-09-08,306.23,305.18,308.66,303.26,266823.59
2021-09-09,305.18,302.55,307.54,299.59,223508.46
2021-09-10,302.55,303.98,306.23,299.1,210795.81
2021-09-13,303.68,298.65,305.06,297.71,212937.72
2021-09-14,298.73,289.09,300.23,288.26,307033.35
2021-09-15,287.51,281.93,289.05,279.23,396306.58
2021-09-16,281.93,279.79,284.4,279.23,294662.22
2021-09-17,281.33,288.45,288.53,280.31,260977.37
2021-09-22,283.73,280.28,284.85,279.53,239677.87
2021-09-23,282.83,282.94,284.1,279.98,199430.38
2021-09-24,281.85,284.48,288.23,280.31,273724.09
2021-09-27,284.44,290.1,296.44,282.86,332664.6
2021-09-28,287.74,295.99,296.85,284.89,347514.38
2021-09-29,294.79,295.99,298.35,292.28,295308.2
2021-09-30,295.99,293.48,299.21,293.1,218791.16
2021-10-08,295.73,304.35,304.65,294.04,416133.73
2021-10-11,305.1,299.03,306.6,299.03,234492.47
2021-10-12,299.14,301.05,304.65,295.28,215990.19
2021-10-13,302.48,298.73,303.3,295.91,160558.9
2021-10-14,298.84,295.46,301.05,293.66,162333.58
2021-10-15,298.73,298.73,301.65,296.33,204251.07
2021-10-18,298.73,293.55,298.73,291.23,219018.73
2021-10-19,292.39,294.53,296.7,291.41,181044.97
2021-10-20,294.98,287.74,296.85,287.55,302766.09
2021-10-21,288.53,293.78,294.19,287.63,205973.02
2021-10-22,294.86,311.85,313.73,294.79,819479.36
2021-10-25,309.94,303.98,311.1,300.98,430581.06
2021-10-26,301.54,295.05,302.4,295.05,396448.1
2021-10-27,291.45,283.73,292.91,283.73,678497.0
2021-10-28,281.85,287.93,288.79,280.13,277978.6
2021-10-29,285.34,290.36,293.1,284.85,282021.16
2021-11-01,299.74,305.51,309.68,297.41,748110.69
2021-11-02,305.51,298.01,307.69,296.4,339795.98
2021-11-03,295.09,292.43,300.6,292.43,221362.9
2021-11-04,294.98,297.68,299.63,293.06,236740.66
2021-11-05,296.14,297.79,301.76,294.19,186306.32
2021-11-08,297.34,296.63,298.58,294.23,149609.96
2021-11-09,296.29,291.23,296.29,288.86,227670.37
2021-11-10,290.06,293.4,294.23,287.55,237357.91
2021-11-11,291.94,302.63,303.83,290.85,363320.28
2021-11-12,302.03,303.11,309.53,300.98,266143.92
2021-11-15,302.48,304.28,306.23,300.6,214973.17
2021-11-16,306.23,305.21,308.1,303.94,211401.9
2021-11-17,303.41,302.89,306.98,300.68,143903.3
2021-11-18,301.84,295.8,301.88,294.9,194134.31
2021-11-19,295.8,294.98,296.85,292.39,251029.95
2021-11-22,293.96,294.79,296.03,293.1,229662.39
2021-11-23,294.75,292.99,294.75,291.3,224157.18
2021-11-24,295.54,295.54,296.36,291.3,252709.93
2021-11-25,294.98,291.75,294.98,291.53,181103.45
2021-11-26,291.23,290.51,292.91,289.65,140483.78
2021-11-29,287.44,288.11,289.65,286.43,200021.0
2021-11-30,286.95,286.65,291.79,286.24,195436.71
2021-12-01,286.24,288.08,288.23,284.48,180101.01
2021-12-02,285.15,286.5,287.36,284.14,172928.4
2021-12-03,286.39,284.33,286.39,282.53,217091.79
2021-12-06,284.33,289.61,290.4,284.14,281560.18
2021-12-07,291.6,295.84,296.48,291.6,459961.0
2021-12-08,296.44,294.94,296.66,291.23,244486.18
2021-12-09,300.6,303.3,305.29,298.28,587205.74
2021-12-10,301.2,302.1,303.98,297.6,297742.71
2021-12-13,305.29,306.04,314.74,304.43,543929.76
2021-12-14,303.41,298.91,304.28,298.91,253301.23
2021-12-15,298.69,296.29,300.26,295.65,165669.27
2021-12-16,296.66,296.48,298.28,294.3,153603.53
