date,open,close,high,low,amount
2020-06-18,109.45,110.63,111.15,109.25,1021774.9
2020-06-19,110.91,113.75,114.31,110.67,2770131.21
2020-06-22,113.79,114.8,118.36,113.3,2856176.84
2020-06-23,114.35,114.52,115.25,113.26,1416648.46
2020-06-24,115.41,115.37,117.76,114.76,1286922.55
2020-06-29,113.54,112.33,113.95,111.96,1516309.26
2020-06-30,112.86,114.8,116.18,112.33,1599807.54
2020-07-01,114.76,117.27,117.35,114.07,1842299.67
2020-07-02,116.62,122.7,123.63,116.54,4641174.09
2020-07-03,126.91,133.27,133.27,123.91,7250829.52
2020-07-06,137.84,144.89,144.89,136.1,8073328.04
2020-07-07,149.06,143.23,149.39,141.08,7474489.32
2020-07-08,143.6,152.83,155.83,143.6,6904764.15
2020-07-09,148.78,151.13,155.62,147.36,5585357.61
2020-07-10,148.58,145.82,150.32,144.97,4327866.45
2020-07-13,145.74,148.7,152.83,144.04,4736262.03
2020-07-14,146.75,146.88,148.46,144.32,3247300.97
2020-07-15,148.82,146.75,151.57,146.15,4571229.61
2020-07-16,144.73,135.9,147.56,135.41,5305665.3
2020-07-17,137.44,133.07,138.25,130.55,3691222.58
2020-07-20,135.7,141.29,143.19,134.77,3791035.89
2020-07-21,139.99,139.99,142.06,138.21,2223715.38
2020-07-22,140.48,140.68,145.78,139.3,3460703.73
2020-07-23,138.9,140.84,141.65,136.67,2812984.41
2020-07-24,139.59,132.58,140.8,131.81,3442431.36
2020-07-27,133.15,132.58,133.39,130.19,1849951.33
2020-07-28,133.96,132.17,134.2,131.16,1455424.28
2020-07-29,132.13,137.72,138.29,131.65,2776370.4
2020-07-30,138.65,136.87,138.94,136.31,1943339.17
2020-07-31,136.55,138.49,141.12,136.35,2256131.3
2020-08-03,139.91,140.31,140.8,137.68,2291448.16
2020-08-04,140.31,139.55,141.49,138.74,1792643.56
2020-08-05,138.98,138.29,139.55,137.32,1608571.56
2020-08-06,138.65,147.08,150.4,136.59,3725791.32
2020-08-07,142.3,146.59,154.61,139.91,4866216.0
2020-08-10,144.0,151.65,156.27,143.23,5373051.51
2020-08-11,150.52,143.96,152.14,143.31,3777990.61
2020-08-12,142.79,143.07,145.3,140.44,2716803.4
2020-08-13,143.43,142.26,144.85,141.53,1630067.43
2020-08-14,141.12,144.2,144.65,140.76,1444042.55
2020-08-17,146.79,150.68,155.26,146.75,3835405.77
2020-08-18,150.8,151.37,154.08,149.35,2393497.85
2020-08-19,151.21,149.55,152.71,148.9,2238900.7
2020-08-20,146.88,146.67,148.62,145.62,1566521.09
2020-08-21,147.56,148.46,149.79,146.75,1221736.46
2020-08-24,148.98,147.97,149.71,147.6,1063783.73
2020-08-25,148.74,147.48,150.6,147.16,1254941.24
2020-08-26,147.16,143.64,148.13,143.51,1906943.96
2020-08-27,143.64,144.61,145.94,142.7,1182994.38
2020-08-28,144.32,148.74,149.18,143.6,1921991.29
2020-08-31,149.99,147.97,152.46,147.97,2189042.15
2020-09-01,147.2,149.22,149.22,147.16,1115894.74
2020-09-02,149.59,148.37,150.08,146.39,1450182.42
2020-09-03,148.33,146.84,149.87,146.07,1264748.19
2020-09-04,143.88,144.89,145.9,143.55,1127796.51
2020-09-07,144.85,140.31,145.34,139.87,1535626.78
2020-09-08,140.48,143.31,144.61,140.19,1402828.72
2020-09-09,141.12,141.04,142.7,139.67,1135097.1
2020-09-10,142.1,140.68,143.31,140.4,1062565.65
2020-09-11,140.15,141.04,141.33,139.87,818506.01
2020-09-14,141.04,140.88,141.41,140.03,655177.48
2020-09-15,140.92,141.57,142.5,140.36,773378.57
2020-09-16,141.57,141.61,143.23,141.0,807879.75
2020-09-17,140.72,139.1,141.08,137.76,1181712.61
2020-09-18,139.06,144.32,145.13,138.86,1977618.66
2020-09-21,147.77,144.45,148.37,144.24,1647351.07
2020-09-22,143.39,143.19,146.75,142.7,1261484.71
2020-09-23,143.6,141.93,143.76,141.65,692185.28
2020-09-24,141.49,140.48,142.26,140.4,806377.39
2020-09-25,140.72,141.49,142.54,140.48,803641.97
2020-09-28,140.96,141.57,142.3,140.92,608466.64
2020-09-29,141.65,141.73,143.35,141.65,708144.05
2020-09-30,142.79,140.8,142.87,140.23,743265.31
2020-10-09,142.7,143.11,143.23,142.02,817138.75
2020-10-12,144.32,147.65,148.17,143.88,1633773.37
2020-10-13,146.67,146.15,146.67,145.5,927552.34
2020-10-14,146.15,144.53,146.55,144.24,736730.58
2020-10-15,144.73,144.61,146.35,144.45,631534.89
2020-10-16,144.61,145.05,145.74,144.32,659199.39
2020-10-19,146.35,144.24,147.36,144.24,968853.97
2020-10-20,143.96,143.31,144.28,141.57,858821.44
2020-10-21,142.99,142.42,143.55,141.81,674988.85
2020-10-22,142.22,142.46,143.39,141.08,767016.63
2020-10-23,142.26,141.08,143.47,141.08,788318.42
2020-10-26,140.4,136.71,140.4,136.22,1384351.35
2020-10-27,136.63,136.51,136.95,134.81,877712.14
2020-10-28,136.18,137.68,138.41,135.78,776850.48
2020-10-29,136.47,139.14,140.68,135.86,1038318.63
2020-10-30,138.09,135.13,139.02,135.09,1033853.75
2020-11-02,134.4,132.9,136.63,131.04,1372847.41
2020-11-03,133.67,135.54,136.79,133.23,978566.36
2020-11-04,135.54,135.54,136.71,134.4,694129.96
2020-11-05,138.13,137.4,138.45,136.22,929446.58
2020-11-06,137.6,137.6,138.9,136.75,880020.6
2020-11-09,138.74,141.77,143.31,138.01,1767393.67
2020-11-10,142.26,139.67,142.5,138.9,1161262.06
2020-11-11,139.38,137.68,139.67,137.56,709715.61
2020-11-12,137.68,137.12,138.61,136.79,543461.91
2020-11-13,136.83,135.45,136.83,134.6,820615.11
2020-11-16,136.31,136.51,136.83,135.09,618228.93
2020-11-17,136.35,137.16,137.16,135.25,659904.41
2020-11-18,137.16,137.24,138.78,136.91,859665.01
2020-11-19,136.63,137.97,138.49,135.7,723571.3
2020-11-20,137.97,138.33,138.33,137.44,553473.78
2020-11-23,138.29,140.27,141.69,137.56,1515453.4
2020-11-24,140.23,138.78,140.23,138.57,885609.7
2020-11-25,139.67,137.52,140.56,137.52,842565.33
2020-11-26,137.48,137.84,138.21,136.63,620009.51
2020-11-27,138.17,140.6,140.6,137.6,1114401.54
2020-11-30,141.89,141.89,146.75,141.41,2997909.21
2020-12-01,141.53,145.94,147.36,140.88,2277563.83
2020-12-02,145.94,145.05,147.16,143.92,1567735.87
2020-12-03,144.85,144.32,145.66,144.0,957614.78
2020-12-04,144.53,141.89,144.61,141.41,1228227.08
2020-12-07,141.93,140.72,142.66,140.6,898569.76
2020-12-08,140.64,140.72,141.61,139.95,743255.94
2020-12-09,141.08,137.8,141.81,137.8,1099337.91
2020-12-10,137.44,137.28,138.57,136.02,1054444.62
2020-12-11,137.16,135.62,137.64,134.73,1011389.81
2020-12-14,135.82,135.98,136.35,135.09,544772.22
2020-12-15,135.82,135.86,136.18,134.36,727955.06
2020-12-16,136.1,135.05,136.47,134.85,599367.53
2020-12-17,134.69,137.52,137.72,134.24,981782.31
2020-12-18,136.83,135.86,137.64,135.62,663844.73
2020-12-21,135.41,136.75,137.07,134.69,665783.92
2020-12-22,136.47,132.62,136.47,132.58,1225664.71
2020-12-23,132.66,133.39,134.04,132.17,777820.08
2020-12-24,133.35,132.82,134.2,132.17,611889.9
2020-12-25,132.17,132.66,133.55,131.36,759596.97
2020-12-28,132.17,132.5,133.63,131.65,740362.66
2020-12-29,132.94,133.19,134.69,132.58,818140.54
2020-12-30,132.94,134.6,134.6,132.42,1050135.74
2020-12-31,135.82,138.25,139.71,135.7,2165912.75
2021-01-04,138.41,137.36,138.61,135.41,1945462.07
2021-01-05,136.47,137.2,138.17,135.13,1655522.19
2021-01-06,138.17,139.14,140.56,137.72,2057442.73
2021-01-07,139.46,139.67,140.15,136.63,1729686.82
2021-01-08,139.87,140.92,142.83,139.1,2207415.04
2021-01-11,141.85,137.76,142.42,137.64,1725418.63
2021-01-12,136.63,148.9,149.63,135.82,5161567.9
2021-01-13,148.33,144.53,148.66,143.92,3559776.49
2021-01-14,144.0,141.49,145.34,141.49,2103358.41
2021-01-15,140.72,141.41,144.32,140.68,1679397.81
2021-01-18,140.76,142.1,144.73,140.11,1695533.5
2021-01-19,142.02,142.5,146.47,140.84,2143914.55
2021-01-20,143.03,145.13,147.56,142.54,2166237.13
2021-01-21,145.62,145.42,147.93,143.35,2398598.06
2021-01-22,143.92,142.02,145.09,141.0,1988934.24
2021-01-25,141.33,140.56,141.77,139.1,1901744.97
2021-01-26,139.55,135.74,140.52,135.41,1897349.86
2021-01-27,135.7,135.45,136.51,134.89,1006888.86
2021-01-28,134.6,134.6,136.14,133.51,1300526.9
2021-01-29,135.29,134.0,135.74,132.58,1229644.54
2021-02-01,134.56,133.79,134.73,133.31,886476.64
2021-02-02,134.4,133.23,134.56,132.09,1435196.4
2021-02-03,133.19,132.46,134.12,132.05,958175.87
